Double Transactions
MALIKA : $36.91; 27/12/2016 03:56:02; $36.91; 27/12/2016 03:56:05
THRESA : $4.15; 27/12/2016 12:07:21; $4.15; 27/12/2016 12:09:00
TERRIE : $42.1; 27/12/2016 16:51:21; $42.1; 27/12/2016 16:53:38
HARMONY : $114.63; 27/12/2016 07:12:25; $114.63; 27/12/2016 07:15:27
CAMILLE : $22.59; 27/12/2016 09:50:51; $22.59; 27/12/2016 09:46:45
GABRIELLA : $1013.26; 27/12/2016 11:40:22; $1013.26; 27/12/2016 11:44:44
JULIANN : $1032.61; 27/12/2016 16:52:37; $1032.61; 27/12/2016 16:57:05
CATHARINE : $898.84; 27/12/2016 21:32:06; $898.84; 27/12/2016 21:33:03
LAKISHA : $24.14; 27/12/2016 14:20:45; $24.14; 27/12/2016 14:16:42
TAMARA : $489.1; 01/01/2017 03:16:17; $489.1; 01/01/2017 03:19:22

Suspicious Transactions
LASHUNDA : $74.2; 27/12/2016 19:42:33
ASHA : 1141.41 1113.76 1106.42 1090.43 1032.18 # of transactions = 49; avg = 486.01
ASHANTI : 1375.68 1368.14 1365.46 1364.05 1354.40 # of transactions = 100; avg = 634.65
ASHELY : 91.96 91.07 89.75 89.37 88.11 # of transactions = 100; avg = 43.00
ASHLEA : 1162.45 1150.74 1145.33 1137.80 1134.78 # of transactions = 48; avg = 642.17
ASHLEE : 135.96 134.23 132.73 131.99 129.77 # of transactions = 52; avg = 68.28
ASHLEIGH : 104.96 104.59 103.66 102.66 102.58 # of transactions = 67; avg = 55.58
ASHLEY : 1038.08 1037.85 1029.88 1013.73 991.15 # of transactions = 100; avg = 511.80
ASHLI : 136.13 135.69 135.49 130.09 128.07 # of transactions = 50; avg = 70.74
ASHLIE : 78.98 78.25 76.86 76.07 75.69 # of transactions = 78; avg = 38.43
ASHLY : 122.43 113.70 102.36 101.92 100.48 # of transactions = 23; avg = 63.11
ASHLYN : 116.15 111.32 107.80 107.48 105.93 # of transactions = 46; avg = 64.04
ASHTON : 82.78 82.71 82.66 81.68 81.15 # of transactions = 100; avg = 42.46
ASIA : 1201.56 1158.64 1114.08 1071.95 1050.59 # of transactions = 35; avg = 605.81
ASLEY : 592.80 590.76 563.80 562.57 556.45 # of transactions = 72; avg = 266.20
ASSUNTA : 1347.56 1316.71 1309.23 1307.59 1303.90 # of transactions = 77; avg = 794.97
ASTRID : 6304.21 6089.08 5769.81 5763.58 5714.11 # of transactions = 21; avg = 3889.89
ASUNCION : 111.16 106.41 103.78 103.44 103.15 # of transactions = 77; avg = 55.04
ATHENA : 110.61 109.49 108.08 107.79 105.62 # of transactions = 100; avg = 59.29
AUBREY : 87.25 86.21 86.04 85.31 85.01 # of transactions = 80; avg = 46.65
AUDIE : 67.52 66.99 65.81 65.33 64.94 # of transactions = 76; avg = 33.02
AUDRA : 1100.57 1075.15 1055.34 1054.03 1045.33 # of transactions = 100; avg = 515.29
AUDREA : 86.13 85.83 85.51 85.48 84.13 # of transactions = 25; avg = 55.69
AUDREY : 130.23 130.04 127.42 126.18 125.33 # of transactions = 100; avg = 70.51
AUDRIA : 1384.15 1379.76 1378.66 1365.44 1356.23 # of transactions = 75; avg = 717.73
AUDRIE : 137.44 132.81 132.54 130.81 128.14 # of transactions = 81; avg = 67.41
AUDRY : 1079.34 1070.21 1057.31 1055.90 1045.46 # of transactions = 100; avg = 592.68
AUGUSTA : 1256.20 1159.24 1157.84 1146.06 837.01 # of transactions = 23; avg = 558.78
AUGUSTINA : 1222.12 1207.29 1202.53 1182.76 1182.57 # of transactions = 100; avg = 635.77
AUGUSTINE : 1184.49 1170.76 1157.57 1141.38 1038.20 # of transactions = 28; avg = 540.20
AUNDREA : 1162.70 1140.39 1105.89 1068.00 1041.79 # of transactions = 57; avg = 617.39
AURA : 685.14 652.32 626.19 568.19 547.31 # of transactions = 20; avg = 365.28
AUREA : 145.81 142.40 140.24 139.15 136.45 # of transactions = 100; avg = 72.55
AURELIA : 129.90 126.82 120.91 120.36 119.80 # of transactions = 100; avg = 63.63
AURORA : 106.96 101.19 99.19 98.35 97.48 # of transactions = 33; avg = 53.50
AURORE : 939.01 922.60 911.33 885.57 875.73 # of transactions = 100; avg = 473.97
AUSTIN : 1407.28 1405.45 1387.47 1378.55 1375.74 # of transactions = 100; avg = 674.94
AUTUMN : 143.24 142.34 140.97 140.54 138.90 # of transactions = 83; avg = 77.35
AVA : 1408.14 1403.24 1353.19 1345.22 1339.34 # of transactions = 73; avg = 775.81
AVELINA : 120.18 118.52 117.30 115.57 112.68 # of transactions = 70; avg = 58.53
AVERY : 2022.81 1986.49 1839.89 1776.87 1774.91 # of transactions = 24; avg = 1192.43
AVIS : 108.64 106.91 105.24 104.42 103.16 # of transactions = 100; avg = 54.91
AVRIL : 1299.92 1274.89 1270.14 1239.18 1204.39 # of transactions = 55; avg = 624.96
AWILDA : 1020.85 1003.88 968.39 954.64 905.58 # of transactions = 21; avg = 588.44
AYAKO : 132.40 132.03 131.15 130.97 129.40 # of transactions = 74; avg = 65.47
AYANA : 679.89 679.34 678.32 674.77 645.05 # of transactions = 78; avg = 348.02
AYANNA : 779.67 778.47 765.87 756.07 749.03 # of transactions = 100; avg = 386.07
AYESHA : 1153.37 1128.39 1125.93 1124.06 1085.94 # of transactions = 100; avg = 566.67
AZALEE : 131.83 130.22 128.70 127.71 125.90 # of transactions = 44; avg = 57.06
AZUCENA : 1263.83 1246.15 1213.17 1201.47 1190.60 # of transactions = 79; avg = 588.95
AZZIE : 82.14 78.58 78.15 76.93 76.67 # of transactions = 44; avg = 45.09
BABARA : 803.79 785.37 765.39 762.98 760.33 # of transactions = 100; avg = 368.45
BABETTE : 137.88 137.06 136.85 136.58 132.91 # of transactions = 100; avg = 71.77
BAILEY : 112.95 112.29 112.23 111.36 108.87 # of transactions = 68; avg = 57.16
BAMBI : 106.41 89.26 86.18 71.45 67.13 # of transactions = 24; avg = 44.19
BAO : 85.60 85.30 83.44 79.55 79.25 # of transactions = 100; avg = 39.21
BARABARA : 1089.30 1075.10 1058.01 1039.17 1036.30 # of transactions = 100; avg = 520.03
BARB : 1195.50 1174.23 1167.64 1152.10 1140.63 # of transactions = 31; avg = 637.15
BARBAR : 950.89 927.00 925.19 923.95 897.00 # of transactions = 23; avg = 504.02
BARBARA : 720.94 702.08 688.67 672.07 662.49 # of transactions = 77; avg = 377.93
BARBERA : 104.35 104.06 103.46 102.89 102.62 # of transactions = 100; avg = 53.45
BARBIE : 1126.25 1107.58 1076.16 1064.39 1057.04 # of transactions = 82; avg = 539.50
BARBRA : 70.75 70.04 69.32 69.09 69.08 # of transactions = 100; avg = 40.26
BARI : 72.10 69.59 65.79 65.61 65.35 # of transactions = 53; avg = 35.20
BARRIE : 1259.79 1247.95 1242.84 1226.19 1200.99 # of transactions = 74; avg = 616.69
BASILIA : 747.82 742.65 739.02 732.07 720.06 # of transactions = 24; avg = 412.23
BEA : 641.82 629.79 625.25 595.69 585.72 # of transactions = 32; avg = 350.36
BEATA : 1234.77 1214.55 1185.62 1133.38 1114.52 # of transactions = 54; avg = 579.07
BEATRICE : 676.76 671.10 652.08 650.32 648.50 # of transactions = 100; avg = 344.52
BEATRIS : 990.77 984.60 973.25 969.87 954.65 # of transactions = 55; avg = 550.38
BEATRIZ : 775.73 771.52 755.68 741.93 739.43 # of transactions = 26; avg = 432.66
BEAULAH : 100.44 100.30 97.56 96.32 96.16 # of transactions = 100; avg = 48.34
BEBE : 59.45 58.40 57.88 57.54 57.15 # of transactions = 100; avg = 30.82
BECKI : 6695.13 6506.41 6388.78 5941.27 5758.05 # of transactions = 23; avg = 3528.74
BECKIE : 1162.33 1139.97 1130.46 1129.92 1116.66 # of transactions = 100; avg = 591.06
BECKY : 1050.15 1047.35 1034.96 994.05 976.88 # of transactions = 74; avg = 544.70
BEE : 1061.29 1036.49 883.95 863.54 826.70 # of transactions = 34; avg = 600.57
BELEN : 59.99 59.12 58.67 57.84 57.59 # of transactions = 100; avg = 30.70
BELIA : 116.33 115.22 114.65 113.85 112.68 # of transactions = 73; avg = 60.32
BELINDA : 54.13 52.88 49.73 48.03 46.68 # of transactions = 27; avg = 30.53
BELKIS : 1205.48 1197.89 1194.28 1169.40 1135.01 # of transactions = 100; avg = 522.65
BELL : 59.61 56.41 55.41 55.27 54.60 # of transactions = 45; avg = 30.36
BELLA : 989.68 988.13 970.97 961.42 959.98 # of transactions = 68; avg = 543.36
BELLE : 1197.33 1189.48 1184.52 1174.03 1167.97 # of transactions = 41; avg = 652.55
BELVA : 135.54 123.90 121.59 106.86 102.94 # of transactions = 25; avg = 67.42
BENITA : 587.08 586.32 582.52 578.72 564.40 # of transactions = 83; avg = 331.69
BENNIE : 74.88 74.13 73.64 73.49 72.50 # of transactions = 100; avg = 43.07
BERENICE : 50.43 48.47 48.37 47.85 47.35 # of transactions = 100; avg = 24.52
BERNA : 136.40 135.28 134.98 133.63 132.76 # of transactions = 40; avg = 85.56
BERNADETTE : 772.61 756.62 736.75 721.40 719.48 # of transactions = 51; avg = 404.80
BERNADINE : 1113.14 1064.79 1056.35 1035.08 964.69 # of transactions = 17; avg = 686.85
BERNARDA : 675.43 673.12 661.15 655.62 651.95 # of transactions = 100; avg = 344.79
BERNARDINA : 1162.02 1125.96 1080.40 1067.72 1040.49 # of transactions = 24; avg = 639.51
BERNARDINE : 106.68 105.15 104.92 104.86 104.60 # of transactions = 100; avg = 60.16
BERNEICE : 576.03 570.09 569.25 561.14 545.41 # of transactions = 52; avg = 323.47
BERNETTA : 133.98 132.31 126.39 126.23 121.37 # of transactions = 47; avg = 69.78
BERNICE : 886.34 880.59 875.51 874.61 867.10 # of transactions = 100; avg = 482.97
BERNIE : 1058.60 1032.55 943.90 940.86 878.43 # of transactions = 27; avg = 559.17
BERNIECE : 1239.05 1180.85 1156.22 1131.66 1085.68 # of transactions = 50; avg = 643.75
BERNITA : 712.83 688.17 664.13 636.69 632.36 # of transactions = 34; avg = 359.13
BERRY : 650.26 624.17 580.38 565.18 563.61 # of transactions = 27; avg = 349.68
BERTA : 10863.25 10836.98 10588.04 10529.07 10485.50 # of transactions = 100; avg = 5156.12
BERTHA : 643.21 597.71 596.04 591.69 583.97 # of transactions = 72; avg = 340.89
BERTIE : 113.58 109.34 99.78 93.25 92.10 # of transactions = 25; avg = 61.26
BERYL : 718.77 717.39 714.15 682.46 668.87 # of transactions = 78; avg = 386.45
BESS : 125.84 125.14 124.53 123.25 123.20 # of transactions = 79; avg = 61.21
BESSIE : 52.33 50.90 46.36 39.71 39.11 # of transactions = 27; avg = 22.76
BETH : 778.58 772.37 742.57 732.36 714.86 # of transactions = 51; avg = 419.46
BETHANIE : 79.72 79.15 79.07 78.28 78.28 # of transactions = 100; avg = 38.85
BETHANN : 1059.01 1054.75 1047.61 1037.40 1032.07 # of transactions = 100; avg = 518.55
BETHANY : 1491.58 1491.57 1477.38 1460.96 1458.32 # of transactions = 50; avg = 711.84
BETHEL : 83.72 81.30 73.06 70.64 62.92 # of transactions = 19; avg = 39.19
BETSEY : 51.81 51.00 50.87 50.57 50.53 # of transactions = 33; avg = 27.75
BETSY : 87.58 86.01 84.35 83.45 82.80 # of transactions = 83; avg = 43.62
BETTE : 4064.17 4043.90 4006.11 3957.23 3921.60 # of transactions = 100; avg = 2050.67
BETTIE : 1057.36 1041.61 1028.94 1020.74 1006.16 # of transactions = 51; avg = 533.45
BETTINA : 82.71 82.65 82.43 81.66 81.40 # of transactions = 70; avg = 44.48
BETTY : 920.83 873.58 862.60 686.03 649.17 # of transactions = 23; avg = 448.19
BETTYANN : 82.36 82.22 80.85 79.90 77.90 # of transactions = 80; avg = 43.33
BETTYE : 1362.06 1346.03 1319.82 1306.73 1275.92 # of transactions = 55; avg = 700.38
BEULA : 779.60 779.16 774.50 766.27 763.14 # of transactions = 100; avg = 427.23
BEULAH : 134.86 125.33 90.41 89.38 89.13 # of transactions = 15; avg = 71.66
BEV : 1252.52 1231.24 1217.96 1201.97 1198.54 # of transactions = 66; avg = 626.14
BEVERLEE : 60.63 60.30 59.28 56.76 56.13 # of transactions = 26; avg = 36.03
BEVERLEY : 659.26 644.58 636.74 619.25 577.01 # of transactions = 48; avg = 325.86
BEVERLY : 867.96 866.67 848.13 845.44 839.56 # of transactions = 77; avg = 462.77
BIANCA : 1353.13 1343.76 1342.15 1331.65 1329.30 # of transactions = 100; avg = 593.24
BIBI : 53.76 52.66 52.20 51.98 51.76 # of transactions = 100; avg = 25.76
BILLI : 94.93 93.78 91.06 89.25 87.87 # of transactions = 100; avg = 45.73
BILLIE : 66.64 64.41 63.07 62.33 61.76 # of transactions = 75; avg = 34.49
BILLY : 109.89 109.41 107.20 103.96 97.39 # of transactions = 46; avg = 50.30
BILLYE : 138.34 138.33 137.06 135.48 132.88 # of transactions = 75; avg = 72.08
BIRDIE : 854.40 853.06 836.80 832.11 811.54 # of transactions = 100; avg = 396.65
BIRGIT : 528.80 528.56 515.05 512.71 509.14 # of transactions = 82; avg = 261.98
BLAIR : 712.24 683.12 671.84 648.47 636.99 # of transactions = 58; avg = 333.75
BLAKE : 720.61 714.16 711.16 709.56 688.37 # of transactions = 100; avg = 333.12
BLANCA : 63.07 62.20 62.12 60.87 60.30 # of transactions = 78; avg = 36.45
BLANCH : 99.77 97.97 96.19 95.77 95.56 # of transactions = 100; avg = 50.37
BLANCHE : 77.03 76.85 72.35 62.44 61.02 # of transactions = 22; avg = 43.56
BLONDELL : 7796.70 7753.78 7709.15 7635.26 7633.89 # of transactions = 47; avg = 4885.72
BLOSSOM : 656.16 651.56 623.62 595.81 590.83 # of transactions = 100; avg = 329.68
BLYTHE : 1455.60 1454.12 1453.15 1443.17 1441.79 # of transactions = 72; avg = 744.55
BOBBI : 72.40 71.54 70.04 69.57 68.00 # of transactions = 56; avg = 40.43
BOBBIE : 54.69 54.11 53.31 51.13 50.07 # of transactions = 57; avg = 28.37
BOBBY : 551.61 544.03 537.28 515.78 510.42 # of transactions = 100; avg = 266.42
BOBBYE : 1187.99 1151.81 1130.03 1100.69 1072.57 # of transactions = 59; avg = 590.90
BOBETTE : 1109.58 1103.77 1085.45 1076.25 1073.14 # of transactions = 78; avg = 482.28
BOK : 1143.24 1130.28 1122.73 1112.26 1109.93 # of transactions = 100; avg = 623.43
BONG : 133.55 131.72 130.35 117.63 113.10 # of transactions = 47; avg = 67.40
BONITA : 120.01 116.11 115.50 114.92 114.02 # of transactions = 72; avg = 60.62
BONNIE : 144.94 144.01 142.65 140.54 139.20 # of transactions = 73; avg = 74.99
BONNY : 649.65 645.66 645.32 634.32 626.48 # of transactions = 54; avg = 366.44
BRANDA : 3235.38 3122.46 3112.06 3013.13 2928.92 # of transactions = 53; avg = 1696.16
BRANDE : 1451.62 1414.52 1347.11 1346.01 1342.23 # of transactions = 100; avg = 710.17
BRANDEE : 59.41 56.15 53.20 49.40 47.16 # of transactions = 21; avg = 28.99
BRANDI : 1392.78 1304.66 1229.13 1224.01 1213.63 # of transactions = 30; avg = 738.15
BRANDIE : 57.17 56.45 55.32 54.91 51.96 # of transactions = 81; avg = 25.45
BRANDON : 100.94 99.11 98.91 98.66 96.58 # of transactions = 75; avg = 52.38
BRANDY : 979.23 949.41 908.89 850.80 830.62 # of transactions = 23; avg = 570.76
BREANA : 867.80 862.63 858.52 858.24 853.55 # of transactions = 100; avg = 456.25
BREANN : 1014.47 1009.62 998.91 996.38 971.57 # of transactions = 76; avg = 542.42
BREANNA : 126.14 125.25 124.95 124.51 124.07 # of transactions = 79; avg = 66.80
BREANNE : 1132.41 1083.59 1072.44 1052.52 972.76 # of transactions = 55; avg = 481.44
BREE : 2747.99 2741.86 2726.16 2669.87 2638.67 # of transactions = 100; avg = 1305.23
BRENDA : 1229.23 1219.14 1198.88 1179.70 1167.95 # of transactions = 78; avg = 625.19
BRENNA : 145.12 137.55 129.39 128.31 128.27 # of transactions = 28; avg = 76.24
BRETT : 932.14 929.51 898.06 872.04 797.88 # of transactions = 52; avg = 423.51
BRIAN : 686.22 676.28 662.42 656.80 629.26 # of transactions = 76; avg = 341.55
BRIANA : 1263.42 1244.04 1219.29 1166.25 1102.85 # of transactions = 40; avg = 626.51
BRIANNA : 52.79 52.44 51.35 51.30 50.21 # of transactions = 100; avg = 28.00
BRIANNE : 1072.24 1062.84 1045.34 1042.80 1028.04 # of transactions = 100; avg = 577.89
BRIDGET : 58.69 57.69 52.49 51.01 49.56 # of transactions = 60; avg = 28.15
BRIDGETT : 58.81 58.48 57.44 56.95 56.37 # of transactions = 75; avg = 31.38
BRIDGETTE : 1418.81 1415.70 1356.03 1339.72 1338.94 # of transactions = 100; avg = 718.22
BRIGETTE : 104.39 102.02 99.59 97.38 95.20 # of transactions = 49; avg = 50.88
BRIGID : 3773.46 3622.15 3577.23 3494.19 3139.05 # of transactions = 17; avg = 2391.74
BRIGIDA : 623.09 605.49 604.65 603.45 587.97 # of transactions = 100; avg = 291.03
BRIGITTE : 66.65 65.55 50.10 49.34 48.48 # of transactions = 23; avg = 31.57
BRINDA : 1419.88 1405.69 1403.00 1389.38 1372.96 # of transactions = 100; avg = 732.74
BRITANY : 137.38 133.15 131.35 130.50 129.02 # of transactions = 76; avg = 75.33
BRITNEY : 135.61 135.14 134.07 132.61 131.83 # of transactions = 77; avg = 75.10
BRITNI : 1204.92 1196.59 1195.84 1180.73 1172.94 # of transactions = 46; avg = 611.57
BRITT : 1018.00 807.44 773.84 757.47 747.73 # of transactions = 30; avg = 427.57
BRITTA : 591.59 587.56 575.65 568.63 563.62 # of transactions = 100; avg = 305.79
BRITTANEY : 705.21 701.70 698.07 691.51 680.49 # of transactions = 53; avg = 389.33
BRITTANI : 1005.88 974.66 961.15 961.13 958.23 # of transactions = 100; avg = 481.36
BRITTANIE : 83.09 73.26 67.35 65.33 63.30 # of transactions = 20; avg = 37.06
BRITTANY : 905.90 901.01 895.95 860.78 854.97 # of transactions = 61; avg = 457.18
BRITTENY : 839.24 820.92 818.93 809.62 807.17 # of transactions = 100; avg = 487.84
BRITTNEY : 122.01 118.34 116.06 115.51 104.63 # of transactions = 26; avg = 69.16
BRITTNI : 576.03 573.37 559.80 558.47 553.46 # of transactions = 100; avg = 291.36
BRITTNY : 52.35 52.04 51.83 47.87 45.79 # of transactions = 23; avg = 24.99
BRONWYN : 101.37 100.07 99.69 99.63 98.70 # of transactions = 100; avg = 52.05
BROOK : 74.88 74.81 74.39 71.23 70.55 # of transactions = 83; avg = 38.78
BROOKE : 1032.35 972.34 966.97 966.53 961.85 # of transactions = 52; avg = 493.44
BRUNA : 113.15 110.20 107.27 103.15 101.16 # of transactions = 46; avg = 55.53
BRUNILDA : 1093.63 1080.81 1076.28 1074.30 1070.82 # of transactions = 100; avg = 511.70
BRYANNA : 84.36 83.86 82.63 81.17 80.18 # of transactions = 48; avg = 41.95
BRYNN : 77.33 77.25 77.15 65.75 56.65 # of transactions = 29; avg = 35.25
BUENA : 581.82 563.13 470.03 421.17 383.02 # of transactions = 22; avg = 277.06
BUFFY : 776.35 759.51 758.01 723.26 715.38 # of transactions = 73; avg = 380.78
BULA : 900.82 894.54 877.87 846.75 844.00 # of transactions = 100; avg = 465.59
BULAH : 1124.51 1114.77 966.36 963.89 924.49 # of transactions = 51; avg = 549.67
BUNNY : 1103.79 1096.03 1077.83 1068.65 1059.42 # of transactions = 81; avg = 547.76
BURMA : 888.41 856.95 850.80 844.23 797.93 # of transactions = 43; avg = 476.10
CAITLIN : 545.37 544.61 540.22 533.07 527.02 # of transactions = 73; avg = 276.93
CAITLYN : 68.12 66.71 65.21 60.79 52.69 # of transactions = 28; avg = 33.59
CALANDRA : 1401.49 1401.37 1390.27 1378.63 1340.99 # of transactions = 36; avg = 707.77
CALISTA : 1254.42 1198.98 1149.11 1146.90 1128.08 # of transactions = 73; avg = 604.09
CALLIE : 79.50 77.05 74.84 73.22 71.70 # of transactions = 47; avg = 41.04
CAMELIA : 123.53 123.22 123.14 120.19 117.05 # of transactions = 82; avg = 63.45
CAMELLIA : 64.28 63.74 62.27 61.74 60.36 # of transactions = 50; avg = 38.63
CAMERON : 1090.45 1041.72 980.80 954.27 847.44 # of transactions = 25; avg = 518.49
CAMI : 54.52 53.53 53.09 51.59 50.33 # of transactions = 80; avg = 29.35
CAMIE : 115.46 113.25 96.29 95.75 80.82 # of transactions = 27; avg = 50.08
CAMILA : 548.18 547.39 526.99 509.29 499.65 # of transactions = 28; avg = 297.58
CAMILLA : 1051.14 1040.25 1020.71 1012.69 1003.55 # of transactions = 81; avg = 525.04
CAMILLE : 49.29 48.97 47.63 46.52 46.35 # of transactions = 70; avg = 22.76
CAMMIE : 97.63 94.92 94.91 94.82 94.76 # of transactions = 53; avg = 47.99
CAMMY : 869.61 840.78 806.94 730.66 676.59 # of transactions = 30; avg = 415.01
CANDACE : 1044.90 1031.80 954.08 931.06 830.27 # of transactions = 21; avg = 549.19
CANDANCE : 1106.81 1099.83 1093.09 1046.44 1027.87 # of transactions = 53; avg = 473.34
CANDELARIA : 96.21 96.05 95.99 94.83 93.44 # of transactions = 100; avg = 51.21
CANDI : 583.82 581.55 568.55 534.10 488.57 # of transactions = 22; avg = 322.25
CANDICE : 893.18 875.44 870.25 852.71 851.21 # of transactions = 100; avg = 437.19
CANDIDA : 678.88 642.97 640.66 638.30 630.95 # of transactions = 77; avg = 333.25
CANDIE : 143.14 142.93 142.18 140.79 133.71 # of transactions = 74; avg = 66.20
CANDIS : 102.49 100.60 96.24 88.21 87.80 # of transactions = 21; avg = 53.45
CANDRA : 959.37 942.87 942.75 935.34 933.28 # of transactions = 76; avg = 501.81
CANDY : 1010.36 1003.27 1001.34 988.60 987.93 # of transactions = 100; avg = 534.23
CANDYCE : 692.62 682.30 680.79 677.69 675.31 # of transactions = 82; avg = 377.65
CAPRICE : 107.49 105.57 104.31 103.47 101.88 # of transactions = 49; avg = 52.06
CARA : 97.80 91.19 83.89 83.64 83.58 # of transactions = 47; avg = 43.96
CAREN : 56.69 56.53 56.41 56.31 56.23 # of transactions = 100; avg = 27.15
CAREY : 70.90 70.06 69.60 66.43 66.05 # of transactions = 70; avg = 35.50
CARI : 131.83 127.89 126.35 125.28 125.20 # of transactions = 100; avg = 66.89
CARIDAD : 549.34 524.78 517.31 517.22 511.84 # of transactions = 51; avg = 328.80
CARIE : 1177.66 1163.56 1147.94 1130.87 1125.92 # of transactions = 78; avg = 603.18
CARIN : 838.88 834.55 829.94 806.90 799.35 # of transactions = 69; avg = 427.21
CARINA : 7160.25 7132.22 7111.68 6975.79 6921.31 # of transactions = 79; avg = 4020.01
CARISA : 699.75 690.10 661.78 575.63 557.20 # of transactions = 22; avg = 358.57
CARISSA : 128.61 128.03 124.75 124.73 120.83 # of transactions = 48; avg = 67.60
CARITA : 517.94 513.45 453.67 434.74 425.63 # of transactions = 31; avg = 249.44
CARL : 98.52 97.36 95.95 93.38 86.80 # of transactions = 28; avg = 46.63
CARLA : 1066.32 1064.37 1062.80 1059.35 1051.07 # of transactions = 100; avg = 563.07
CARLEE : 132.48 130.91 130.69 129.80 127.29 # of transactions = 100; avg = 64.42
CARLEEN : 612.83 589.28 548.71 527.76 505.56 # of transactions = 49; avg = 305.53
CARLENA : 572.08 563.45 561.54 537.15 520.51 # of transactions = 73; avg = 299.78
CARLENE : 1266.01 1260.98 1205.53 1130.37 1122.13 # of transactions = 23; avg = 750.57
CARLETTA : 953.41 921.60 886.19 861.33 806.60 # of transactions = 28; avg = 503.73
CARLEY : 126.80 125.30 124.63 124.41 119.29 # of transactions = 76; avg = 68.79
CARLI : 1285.90 1281.13 1274.00 1253.51 1187.58 # of transactions = 50; avg = 637.82
CARLIE : 1105.05 1089.55 1068.04 1060.65 1039.81 # of transactions = 50; avg = 635.95
CARLINE : 92.38 89.11 86.34 85.98 85.68 # of transactions = 67; avg = 41.57
CARLITA : 148.75 147.98 146.25 145.53 143.56 # of transactions = 100; avg = 77.03
CARLOS : 129.07 125.36 124.39 123.91 121.20 # of transactions = 100; avg = 60.43
CARLOTA : 68.46 67.60 67.21 66.69 66.62 # of transactions = 100; avg = 33.54
CARLOTTA : 944.93 906.50 904.07 840.34 836.01 # of transactions = 20; avg = 622.97
CARLY : 6342.64 6220.59 6158.36 5716.46 5661.19 # of transactions = 23; avg = 3860.42
CARLYN : 917.93 892.35 865.08 850.92 847.54 # of transactions = 69; avg = 449.78
CARMA : 1136.17 1126.52 1118.16 1116.70 1090.60 # of transactions = 100; avg = 576.10
CARMAN : 53.99 52.82 51.08 49.21 49.03 # of transactions = 100; avg = 23.76
CARMEL : 1007.71 980.66 896.98 681.52 589.86 # of transactions = 21; avg = 367.94
CARMELA : 56.19 55.17 54.67 53.86 48.63 # of transactions = 27; avg = 32.80
CARMELIA : 706.75 706.42 622.02 599.85 589.00 # of transactions = 20; avg = 444.22
CARMELINA : 87.38 85.43 85.35 85.22 82.75 # of transactions = 80; avg = 44.72
CARMELITA : 740.67 684.47 682.77 673.68 613.38 # of transactions = 56; avg = 345.17
CARMELLA : 73.40 71.80 71.79 71.52 69.07 # of transactions = 50; avg = 37.38
CARMEN : 90.39 87.77 86.28 86.26 84.23 # of transactions = 54; avg = 52.08
CARMINA : 114.06 111.64 111.02 109.98 108.55 # of transactions = 51; avg = 69.56
CARMON : 140.72 135.83 134.72 133.41 133.36 # of transactions = 100; avg = 72.30
CAROL : 10084.24 10064.97 9558.55 9458.48 9071.94 # of transactions = 46; avg = 4682.57
